<start> geh . <end>	<start> go . <end>
<start> ich hacke gerne holz . <end>	<start> i like chopping wood . <end>
<start> ich mag lieber kaffee . <end>	<start> i like coffee better . <end>
<start> ich mag country . <end>	<start> i like country music . <end>
<start> ich mag ihre dunklen augen . <end>	<start> i like her dark eyes . <end>
<start> ich mag sie sehr . <end>	<start> i like her very much . <end>
<start> ich mag sie sehr gerne . <end>	<start> i like her very much . <end>
<start> ich mag horrorfilme . <end>	<start> i like horror movies . <end>
<start> ich mag wie du denkst . <end>	<start> i like how you think . <end>
<start> ich mag mein steak leicht angebraten . <end>	<start> i like my steak rare . <end>
<start> ich mag unseren neuen betreuer . <end>	<start> i like our new coach . <end>
<start> ich male auch gerne . <end>	<start> i like painting , too . <end>
<start> ich spiele gerne schach . <end>	<start> i like playing chess . <end>
<start> ich spiele gern schach . <end>	<start> i like playing chess . <end>
<start> ich mag regen und schnee . <end>	<start> i like rain and snow . <end>
<start> ich lese gerne bucher . <end>	<start> i like reading books . <end>
<start> ich mag stummfilme . <end>	<start> i like silent movies . <end>
<start> ich fahre gerne skateboard . <end>	<start> i like skateboarding . <end>
<start> ich unterrichte auch gerne . <end>	<start> i like teaching , too . <end>
<start> ich mag das essen hier . <end>	<start> i like the food here . <end>
<start> ich bin gern zuhause . <end>	<start> i like to be at home . <end>
<start> ich trinke gerne milch . <end>	<start> i like to drink milk . <end>
<start> ich trinke gerne wein . <end>	<start> i like to drink wine . <end>
<start> ich trinke gern wein . <end>	<start> i like to drink wine . <end>
<start> ich esse gerne apfel . <end>	<start> i like to eat apples . <end>
<start> ich spiele gern poker . <end>	<start> i like to play poker . <end>
<start> ich lese gerne bucher . <end>	<start> i like to read books . <end>
<start> ich lese gerne witze . <end>	<start> i like to read jokes . <end>
<start> ich singe gerne . <end>	<start> i like to sing songs . <end>
<start> ich singe gern . <end>	<start> i like to sing songs . <end>
<start> ich erzahle gern witze . <end>	<start> i like to tell jokes . <end>
<start> ich gewinne gerne preise . <end>	<start> i like to win prizes . <end>
<start> ich schreibe hier gerne . <end>	<start> i like to write here . <end>
<start> ich gehe gern allein spazieren . <end>	<start> i like walking alone . <end>
<start> ich mag dich sehr . <end>	<start> i like you very much . <end>
<start> mir gefallt deine einstellung . <end>	<start> i like your attitude . <end>
<start> mir gefallen deine ohrringe . <end>	<start> i like your earrings . <end>
<start> dein optimismus gefallt mir . <end>	<start> i like your optimism . <end>
<start> ich mag wie du denkst . <end>	<start> i like your thinking . <end>
<start> dein kommentar hat mir gefallen . <end>	<start> i liked your comment . <end>
<start> ihr kommentar hat mir gefallen . <end>	<start> i liked your comment . <end>
<start> ich horte aufmerksam zu . <end>	<start> i listened carefully . <end>
<start> ich fuhre ein einfaches leben . <end>	<start> i live a simple life . <end>
<start> ich lebe und arbeite hier . <end>	<start> i live and work here . <end>
<start> ich wohne in einer groayen stadt . <end>	<start> i live in a big city . <end>
<start> ich wohne in diesem hotel . <end>	<start> i live in this hotel . <end>
<start> ich freue mich darauf . <end>	<start> i look forward to it . <end>
<start> ich betrachtete meine notizen . <end>	<start> i looked at my notes . <end>
<start> ich drehte mich nach tom um . <end>	<start> i looked back at tom . <end>
<start> ich suchte mein zimmer . <end>	<start> i looked for my room . <end>
<start> ich suchte den schlussel . <end>	<start> i looked for the key . <end>
<start> ich verlor das bewusstsein . <end>	<start> i lost consciousness . <end>
<start> ich habe meine sonnenbrille verloren . <end>	<start> i lost my sunglasses . <end>
<start> ich habe vollig die zeit vergessen . <end>	<start> i lost track of time . <end>
<start> ich liebe franzosischen kaffee . <end>	<start> i love french coffee . <end>
<start> ich liebe franzosische filme . <end>	<start> i love french movies . <end>
<start> ich liebe grune paprika . <end>	<start> i love green peppers . <end>
<start> ich liebe es , wenn die geschichte gut ausgeht . <end>	<start> i love happy endings . <end>
<start> ich liebe diese technischen spielereien . <end>	<start> i love these gadgets . <end>
<start> ich lese gern bucher . <end>	<start> i love to read books . <end>
<start> ich sehe gerne golf . <end>	<start> i love watching golf . <end>
<start> ich sehe gerne beim golf zu . <end>	<start> i love watching golf . <end>
<start> ich liebe dich sehr . <end>	<start> i love you very much . <end>
<start> ich liebe deine tochter . <end>	<start> i love your daughter . <end>
<start> ich liebe ihre tochter . <end>	<start> i love your daughter . <end>
<start> es hat mir in boston sehr gefallen . <end>	<start> i loved it in boston . <end>
<start> ich leistete tom ein versprechen . <end>	<start> i made tom a promise . <end>
<start> ich habe einen groayen fehler gemacht . <end>	<start> i made a big mistake . <end>
<start> ich habe ein papierflugzeug gemacht . <end>	<start> i made a paper plane . <end>
<start> ich habe einen papierflieger gebastelt . <end>	<start> i made a paper plane . <end>
<start> ich habe viele fehler gemacht . <end>	<start> i made many mistakes . <end>
<start> ich habe diese fur dich gemacht . <end>	<start> i made these for you . <end>
<start> ich hab dir fruhstuck gemacht . <end>	<start> i made you breakfast . <end>
<start> ich habe tom mit der post einen scheck geschickt . <end>	<start> i mailed tom a check . <end>
<start> mein hauptfach ist wirtschaftswissenschaft . <end>	<start> i major in economics . <end>
<start> ich studiere wirtschaftswissenschaft als hauptfach . <end>	<start> i major in economics . <end>
<start> ich studiere soziologie . <end>	<start> i major in sociology . <end>
<start> ich habe geschichte studiert . <end>	<start> i majored in history . <end>
<start> ich verdiene gut . <end>	<start> i make a good living . <end>
<start> ich kann gut leben . <end>	<start> i make a good living . <end>
<start> ich habe einen kanadier geheiratet . <end>	<start> i married a canadian . <end>
<start> ich habe eine kanadierin geheiratet . <end>	<start> i married a canadian . <end>
<start> ich kann ebensogut jetzt gleich gehen . <end>	<start> i may as well go now . <end>
<start> ich bin moglicherweise ein bisschen verruckt . <end>	<start> i may be a bit crazy . <end>
<start> ich will nicht respektlos sein . <end>	<start> i mean no disrespect . <end>
<start> das sollte ein witz sein . <end>	<start> i meant it as a joke . <end>
<start> ich habe es als scherz gemeint . <end>	<start> i meant it as a joke . <end>
<start> ich meinte das gegenteil . <end>	<start> i meant the opposite . <end>
<start> ich habe das gedicht auswendig gelernt . <end>	<start> i memorized the poem . <end>
<start> ich habe einen riesenmist gebaut . <end>	<start> i messed up big time . <end>
<start> ich habe gestern mary getroffen . <end>	<start> i met mary yesterday . <end>
<start> gestern traf ich marie . <end>	<start> i met mary yesterday . <end>
<start> ich habe mich gestern mit maria getroffen . <end>	<start> i met mary yesterday . <end>
<start> gestern traf ich mich mit maria . <end>	<start> i met mary yesterday . <end>
<start> gestern habe ich mich mit maria getroffen . <end>	<start> i met mary yesterday . <end>
<start> ich traf tom auf einer party . <end>	<start> i met tom at a party . <end>
<start> ich habe tom wahrend des studiums kennengelernt . <end>	<start> i met tom in college . <end>
<start> ich habe tom unterwegs getroffen . <end>	<start> i met tom on the way . <end>
<start> ich habe dort einen freund getroffen . <end>	<start> i met a friend there . <end>
<start> ich traf ihn um die mittagszeit . <end>	<start> i met him about noon . <end>
<start> ich habe ihn im januar kennengelernt . <end>	<start> i met him in january . <end>
<start> eventuell stimme ich fur tom . <end>	<start> i might vote for tom . <end>
<start> ich stimme vielleicht fur tom . <end>	<start> i might vote for tom . <end>
<start> ich vermisse toms kochkunste . <end>	<start> i miss tom s cooking . <end>
<start> du fehlst mir sehr . <end>	<start> i miss you very much . <end>
<start> ich vermisse dich sehr . <end>	<start> i miss you very much . <end>
<start> ich habe dich und tom vermisst . <end>	<start> i missed you and tom . <end>
<start> ich habe dich so vermisst ! <end>	<start> i missed you so much . <end>
<start> ich werde wohl langsam taub . <end>	<start> i must be going deaf . <end>
<start> ich muss milch kaufen . <end>	<start> i must buy some milk . <end>
<start> ich muss etwas essen . <end>	<start> i must eat something . <end>
<start> ich muss sofort gehen . <end>	<start> i must go right away . <end>
<start> ich muss mal etwas dampf ablassen . <end>	<start> i must let off steam . <end>
<start> ich muss etwas sagen . <end>	<start> i must say something . <end>
<start> ich muss dieses fahrrad benutzen . <end>	<start> i must use this bike . <end>
<start> ich wurde fast ohnmachtig . <end>	<start> i nearly blacked out . <end>
<start> ich brauche eine groayere schale . <end>	<start> i need a bigger bowl . <end>
<start> ich brauche ein sauberes hemd . <end>	<start> i need a clean shirt . <end>
<start> ich brauche einen guten anwalt . <end>	<start> i need a good lawyer . <end>
<start> ich brauche ein wenig hilfe . <end>	<start> i need a little help . <end>
<start> ich brauche etwas zeit . <end>	<start> i need a little time . <end>
<start> ich brauche viele von denen . <end>	<start> i need a lot of them . <end>
<start> ich benotige ihrer viele . <end>	<start> i need a lot of them . <end>
<start> ich brauche viele von ihnen . <end>	<start> i need a lot of them . <end>
<start> ich brauche ein neues fahrrad . <end>	<start> i need a new bicycle . <end>
<start> ich brauche eine ubersetzung . <end>	<start> i need a translation . <end>
<start> ich brauche einen notizblock . <end>	<start> i need a writing pad . <end>
<start> ich brauche jetzt eine antwort . <end>	<start> i need an answer now . <end>
<start> ich brauche eine erlaubnis . <end>	<start> i need authorization . <end>
<start> ich brauche eine genehmigung . <end>	<start> i need authorization . <end>
<start> ich muss autorisiert werden . <end>	<start> i need authorization . <end>
<start> ich benotige mehr bettdecken . <end>	<start> i need more blankets . <end>
<start> ich brauche mehr ubung . <end>	<start> i need more practice . <end>
<start> ich brauche jetzt etwas bargeld . <end>	<start> i need some cash now . <end>
<start> ich brauche anleitung . <end>	<start> i need some guidance . <end>
<start> ich brauche diese medizin . <end>	<start> i need that medicine . <end>
<start> ich brauche bedenkzeit . <end>	<start> i need time to think . <end>
<start> ich muss briefmarken kaufen . <end>	<start> i need to buy stamps . <end>
<start> ich muss zur arbeit . <end>	<start> i need to go to work . <end>
<start> ich muss viel lesen . <end>	<start> i need to read a lot . <end>
<start> ich muss mathe studieren . <end>	<start> i need to study math . <end>
<start> ich muss fur mathe lernen . <end>	<start> i need to study math . <end>
<start> du musst mir zuhoren . <end>	<start> i need you to listen . <end>
<start> ich habe nie darum gebeten . <end>	<start> i never asked for it . <end>
<start> ich habe das nie verlangt . <end>	<start> i never asked for it . <end>
<start> ich habe dich nie verraten . <end>	<start> i never betrayed you . <end>
<start> das habe ich nie bezweifelt . <end>	<start> i never doubted that . <end>
<start> ich trinke nie kaffee . <end>	<start> i never drink coffee . <end>
<start> ich habe dich uberhaupt nicht gesehen . <end>	<start> i never even saw you . <end>
<start> ich gab niemals die hoffnung auf . <end>	<start> i never gave up hope . <end>
<start> ich gehe nie zur kirche . <end>	<start> i never go to church . <end>
<start> die schule habe ich nie gemocht . <end>	<start> i never liked school . <end>
<start> ich habe noch nie die schule gemocht . <end>	<start> i never liked school . <end>
<start> ich habe das nie bemerkt . <end>	<start> i never noticed that . <end>
<start> ich verabschiedete mich nie . <end>	<start> i never said goodbye . <end>
<start> ich spreche nie franzosisch . <end>	<start> i never speak french . <end>
<start> ich reise nie allein . <end>	<start> i never travel alone . <end>
<start> ich traute ihnen nie . <end>	<start> i never trusted them . <end>
