geh.	go.
lass mich dich wiedersehen.	let me see you again.
zeige mir einmal deine handflache!	let me see your palm.
zeig mir mal deinen ring.	let me see your ring.
zeigen sie mir mal ihren ring.	let me see your ring.
lass mich mal ein auge drauf werfen.	let me take a gander.
ich begleite dich nach hause.	let me take you home.
lass mich dich nach hause begleiten.	let me take you home.
kontrollieren wir es spater.	let's check it later.
lasst uns unser zimmer putzen.	let's clean our room.
lass uns jetzt daruber diskutieren.	let's discuss it now.
machen wir’s so!	let's do it this way.
lass uns die sache zu ende bringen!	let's finish the job.
gehen wir was essen.	let's get some lunch.
lass uns was essen gehen.	let's get some lunch.
lasst uns etwas essen gehen.	let's get some lunch.
holen wir uns was zu essen.	let's get some lunch.
gonnen wir uns etwas schlaf!	let's get some sleep.
geben wir es tom.	let's give it to tom.
lass uns tom besuchen!	let's go and see tom.
lasst uns tom besuchen!	let's go and see tom.
lassen sie uns tom besuchen!	let's go and see tom.
lasst uns ein taxi nehmen, einverstanden?	let's go by taxi, ok?
lass uns etwas trinken gehen.	let's go for a drink.
gehen wir uns ein bier genehmigen.	let's go grab a beer.
lass uns jetzt tom besuchen!	let's go see tom now.
gehen wir zu tom und reden mit ihm!	let's go talk to tom.
lasst uns zu mir gehen.	let's go to my place.
lass uns zu mir gehen.	let's go to my place.
lass uns fruhstucken!	let's have breakfast.
lasst uns fruhstucken!	let's have breakfast.
lassen sie uns fruhstucken!	let's have breakfast.
gehen wir weg aus diesem zimmer!	let's leave the room.
lassen wir tom entscheiden.	let's let tom decide.
lasst uns einen schneemann bauen.	let's make a snowman.
kommt, wir bauen einen schneemann.	let's make a snowman.
komm, wir bauen einen schneemann.	let's make a snowman.
lass uns einen schneemann bauen.	let's make a snowman.
machen wir es uns einfach!	let's make it simple.
bereiten wir noch etwas mehr zu!	let's make some more.
treffen wir uns in einer woche!	let's meet in a week.
treffen wir uns am montag!	let's meet on monday.
treffen wir uns am sonntag!	let's meet on sunday.
lassen wir tom in ruhe.	let's not bother tom.
lass uns etwas spielen.	let's play something.
lasst uns etwas spielen.	let's play something.
verschnaufen wir ein wenig.	let's relax a little.
lasst uns singen und tanzen.	let's sing and dance.
teilen wir uns die rechnung.	let's split the bill.
jetzt mal im ernst!	let's talk seriously.
versuchen wir es noch einmal!	let's try once again.
lasst es uns noch einmal versuchen.	let's try once again.
lass es uns noch einmal versuchen.	let's try once again.
versuchen wir es noch einmal!	let's try that again.
versuchen wir es noch einmal.	let's try this again.
lincoln starb 1865.	lincoln died in 1865.
lowen sind farbenblind.	lions are colorblind.
bitte hore mir zu.	listen to me, please.
hore auf dein herz!	listen to your heart.
du, ich muss gehen.	listen, i have to go.
schau dir dieses bild an.	look at that picture.
schaut euch dieses bild an.	look at that picture.
schauen sie sich dieses bild an.	look at that picture.
schau dir diese fotos an!	look at these photos.
schauen sie sich diese fotos an!	look at these photos.
schaut euch diese fotos an!	look at these photos.
schauen sie auf dieses bild.	look at this picture.
erst wagen, dann wagen.	look before you leap.
erst denken, dann handeln.	look before you leap.
erst denken, dann lenken.	look before you leap.
sieh aus dem fenster.	look out your window.
sieh, was ich gefunden habe!	look what i've found.
guck mal, was ich gefunden habe!	look what i've found.
die liebe macht dich blind.	love is blinding you.
liebe kennt keine grenzen.	love knows no limits.
wer mich liebt, liebt auch meinen hund.	love me, love my dog.
liebe findet einen weg.	love will find a way.
lass ihn es sich verdienen!	make him work for it.
mach dich nutzlich.	make yourself useful.
viele kamen ums leben.	many lives were lost.
viele von euch kennen tom.	many of you know tom.
viele baume sind umgefallen.	many trees fell down.
es sind viele baume umgesturzt.	many trees fell down.
maria entwirft kleider.	mary designs dresses.
maria feilte sich die nagel.	mary filed her nails.
maria hat sich die gesichtshaut straffen lassen.	mary had a face-lift.
maria hat schone augen.	mary has pretty eyes.
maria druckte ihre puppe an sich.	mary hugged her doll.
mary ist toms cousine.	mary is tom's cousin.
mary ist toms mutter.	mary is tom's mother.
mary ist die mutter von tom.	mary is tom's mother.
mary ist toms schwester.	mary is tom's sister.
maria ist die schwester von tom.	mary is tom's sister.
mary ist die schwester von tom.	mary is tom's sister.
maria ist eine fetengangerin.	mary is a party girl.
mary ist eine alleinerziehende mutter.	mary is a single mom.
maria ist als mutter fast ausschließlich damit beschaftigt, ihre kinder zu irgendwelchen veranstaltungen zu kutschieren.	mary is a soccer mom.
maria ist irgendwie suß.	mary is kind of cute.
maria ist unattraktiv.	mary is unattractive.
maria ist nicht meine schwester.	mary isn't my sister.
maria hat diesen schal gestrickt.	mary knit this scarf.
maria strickte einen schal.	mary knitted a scarf.
maria verlor einen ohrring.	mary lost an earring.
maria hat einen ohrring verloren.	mary lost an earring.
mary spielt klavier.	mary plays the piano.
maria rasierte ihre beine.	mary shaved her legs.
mary rasiert sich die beine.	mary shaves her legs.
maria trug eine halskette.	mary wore a necklace.
marys kleid ist rosa.	mary's dress is pink.
konnte ich eine frage stellen?	may i ask a question?
darf ich eine frage stellen?	may i ask a question?
konnte ich mir diese cd ausborgen?	may i borrow this cd?
darf ich mit dir tanzen?	may i dance with you?
darf ich dieses brot essen?	may i eat this bread?
kann ich raus zum spielen gehen?	may i go out to play?
konnte ich bitte eine quittung haben?	may i have a receipt?
kann ich dieses buch nehmen?	may i have this book?
darf ich dieses buch haben?	may i have this book?
darf ich ihren namen erfahren?	may i have your name?
darf ich ihnen helfen, gnadige frau?	may i help you ma'am?
darf ich deine hand halten?	may i hold your hand?
darf ich auf dem klavier spielen?	may i play the piano?
darf ich das nochmal sehen?	may i see that again?
darf ich hinter dir sitzen?	may i sit behind you?
darf ich ihnen den mantel abnehmen?	may i take your coat?
darf ich daruber nachdenken?	may i think about it?
darf ich ihr telefon benutzen?	may i use your phone?
vielleicht ist tom verliebt.	maybe tom is in love.
vielleicht kommt sie nicht.	maybe she won't come.
vielleicht haben sie hunger.	maybe they're hungry.
vielleicht sollten wir aufhoren.	maybe we should stop.
vielleicht sollten wir anhalten.	maybe we should stop.
vielleicht sollten wir reden.	maybe we should talk.
vielleicht werdet ihr es schaffen.	maybe you'll succeed.
vielleicht wirst du es schaffen.	maybe you'll succeed.
vielleicht hast du erfolg.	maybe you'll succeed.
vielleicht haben sie erfolg.	maybe you'll succeed.
vielleicht habt ihr erfolg.	maybe you'll succeed.
vielleicht werden sie es schaffen.	maybe you'll succeed.
vielleicht schaffst du es.	maybe you'll succeed.
vielleicht schafft ihr es.	maybe you'll succeed.
vielleicht schaffen sie es.	maybe you'll succeed.
wir treffen uns in der eingangshalle.	meet me in the lobby.
alle manner sind gleich.	men are all the same.
milch macht uns stark.	milk makes us strong.
geteiltes leid ist halbes leid.	misery loves company.
mission abgeschlossen.	mission accomplished.
mit geld kann man kein leben kaufen.	money can't buy life.
geld verandert menschen.	money changes people.
affen lieben bananen.	monkeys love bananas.
die meisten menschen hassen den krieg.	most people hate war.
die meisten denken so.	most people think so.
meine wohnung ist nahe.	my apartment is near.
mein arm bringt mich noch um.	my arm is killing me.
meine tasche ist sehr schwer.	my bag is very heavy.
mein geburtstag ist heute.	my birthday is today.
ich habe heute geburtstag.	my birthday is today.
mein chef ist sehr nett.	my boss is very nice.
mein bruder ist ein dummkopf.	my brother is stupid.
mein auto ist dort druben.	my car is over there.
mein auto ist in reparatur.	my car's in the shop.
meine kinder sind krank.	my children are sick.
mein vater heißt tom.	my dad's name is tom.
meine entscheidung ist endgultig.	my decision is final.
mein hund hat tom ins bein gebissen.	my dog bit tom's leg.
mein hund ist nicht so groß.	my dog is not so big.
mein ellbogen tut immer noch weh.	my elbow still hurts.
mir tranen die augen.	my eyes are watering.
meine familie ist wohlhabend.	my family is wealthy.
meine familie ist nicht reich.	my family isn't rich.
meine familie lebt hier.	my family lives here.
meine familie ist nicht reich.	my family's not rich.
mein vater wurde alt.	my father became old.
mein vater ist zu hause.	my father is at home.
mein vater ist nicht zu hause.	my father isn't home.
mein vater ist nicht daheim.	my father isn't home.
mein vater ist nicht zuhause.	my father isn't home.
hier arbeitet mein vater.	my father works here.
mein vater ist arzt.	my father's a doctor.
mein vater ist ein doktor.	my father's a doctor.
mein erster wagen war rot.	my first car was red.
mein haar ist noch nass.	my hair is still wet.
ich habe noch nasse haare.	my hair is still wet.
meine hande zittern.	my hands are shaking.
ich habe schlimme kopfschmerzen.	my head really aches.
mir schmerzt der kopf entsetzlich.	my head really aches.
ich habe kein kopfweh mehr.	my headache has gone.
mein kopf tut nicht mehr weh.	my headache has gone.
meine kopfschmerzen sind weg.	my headache has gone.
mein herz ist am pochen.	my heart is pounding.
mein heim ist meine burg.	my home is my castle.
mein haus ist meine burg.	my home is my castle.
mein haus ist dein haus.	my home is your home.
mein haus ist abgebrannt.	my house burned down.
mein haus brannte.	my house was on fire.
meine jeans sind eingelaufen.	my jeans have shrunk.
meine linke hand ist taub.	my left hand is numb.
mein leben ist in gefahr.	my life is in danger.
mein leben ist so langweilig.	my life is so boring.
mein gedachtnis lasst mich im stich.	my memory is failing.
meine mutter kann nicht kommen.	my mother can't come.
meine mutter kocht gut.	my mother cooks well.
meine mutter ist krankenschwester.	my mother is a nurse.
meine mutter ist zu hause.	my mother is at home.
mein motorrad ist neu.	my motorcycle is new.
mein altes kleid ist blau.	my old dress is blue.
meine eltern sind da.	my parents are there.
in meinem fuller ist keine tinte mehr.	my pen is out of ink.
mein plan wurde abgelehnt.	my plan was rejected.
meine schule hat eine band.	my school has a band.
meine schwester ist eine idiotin.	my sister is a moron.
meine schwester ist krankenschwester.	my sister is a nurse.
meine schwester ist verheiratet.	my sister is married.
mein rock ist zu lang.	my skirt is too long.
meine socken sind nicht hier.	my socks aren't here.
mein sohn ist kein snob.	my son is not a snob.
mein sohn ist zu mager.	my son is too skinny.
der name meines sohnes ist tom.	my son's name is tom.
mein arbeitszimmer ist oben.	my study is upstairs.
mein pullover ist lila.	my sweater is purple.
meine stadt hat ein schloss.	my town has a castle.
meine uhr ist stehengeblieben.	my watch has stopped.
meine uhr ist stehen geblieben.	my watch has stopped.
meine uhr geht richtig.	my watch is accurate.
mein ganzer korper juckt.	my whole body itches.
es juckt mich am ganzen korper.	my whole body itches.
mir juckt der ganze korper.	my whole body itches.
komm nie wieder hierher zuruck!	never come back here.
kommt nie wieder hierher zuruck!	never come back here.
kommen sie nie wieder hierher zuruck!	never come back here.
alptraume sind erschreckend.	nightmares are scary.
alptraume sind furchteinfloßend.	nightmares are scary.
alptraume machen angst.	nightmares are scary.
alptraume sind angsteinfloßend.	nightmares are scary.
niemand entrinnt dem tod.	no man escapes death.
keine nachricht, gute nachricht.	no news is good news.
das lasst sich nicht leugnen.	no one can deny that.
kein anderer weiß es.	no one else knows it.
niemand sonst weiß es.	no one else knows it.
sonst wurde niemand verletzt.	no one else was hurt.
niemand entkam lebend.	no one escaped alive.
niemand hatte eine antwort.	no one had an answer.
eine antwort hatte niemand.	no one had an answer.
niemand hier kann schwimmen.	no one here can swim.
dich hat niemand gefragt.	no one is asking you.
niemand ist unten.	no one is downstairs.
keiner ist unten.	no one is downstairs.
niemanden interessiert’s.	no one is interested.
niemand wusste davon.	no one knew about it.
keiner hort mir zu.	no one listens to me.
niemand liest mein netztagebuch.	no one reads my blog.
es hat niemand etwas gesagt.	no one said anything.
keiner wollte etwas essen.	no one wanted to eat.
es war noch niemand wach.	no one was awake yet.
es horte niemand zu.	no one was listening.
niemand naherte sich ihm.	no one went near him.
niemand wird entlassen.	no one will be fired.
niemand wird entlassen werden.	no one will be fired.
es wird niemand entlassen.	no one will be fired.
niemand wird's erfahren.	no one will find out.
keiner wird dahinterkommen.	no one will find out.
niemand wird dir etwas antun.	no one will hurt you.
niemand wird ihnen etwas antun.	no one will hurt you.
niemand wird euch etwas antun.	no one will hurt you.
niemand gibt dir die schuld.	no one's blaming you.
bisher ist noch niemand gestorben.	no one's died so far.
niemand beurteilt dich.	no one's judging you.
niemand beurteilt sie.	no one's judging you.
niemand beurteilt euch.	no one's judging you.
niemand beobachtet mich.	no one's watching me.
keiner beobachtet mich.	no one's watching me.
niemand beobachtet uns.	no one's watching us.
kein system ist perfekt.	no system is perfect.
so nennt mich keiner.	nobody calls me that.
das hat niemand verdient.	nobody deserves that.
niemand hatte eine antwort.	nobody had an answer.
eine antwort hatte niemand.	nobody had an answer.
niemanden interessiert’s.	nobody is interested.
niemand lebt ewig.	nobody lives forever.
der mond gehort niemandem.	nobody owns the moon.
niemand hat tom dabei gesehen.	nobody saw tom do it.
niemand hat es kommen sehen.	nobody saw it coming.
keiner hat es geahnt.	nobody saw it coming.
niemand sagt etwas.	nobody says anything.
niemand sprach mit mir.	nobody spoke with me.
